Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT),TF (nT),TF20pt, Tempature (°F)
12/8/2021 4:13,70.230377,-148.382812,6840.82,-32024.98,-64937.35,72727.26853,72889.90677,999
12/8/2021 4:14,70.230377,-148.382812,6672.03,-32091.53,-64872.31,72682.86515,72880.347,999
12/8/2021 4:16,70.230377,-148.382812,6720.45,-32174.83,-65035.68,72869.91016,72867.37539,999
12/8/2021 4:17,70.230377,-148.382812,6837.22,-32123.61,-64950.38,72782.04283,72866.20209,999
12/8/2021 4:18,70.230377,-148.382812,6848.01,-32129.66,-64792.39,72644.78023,72874.9714,999
12/8/2021 4:19,70.230377,-148.382812,6756.2,-32065.62,-64782.71,72599.24063,72882.69602,999
12/8/2021 4:20,70.230377,-148.382812,6825.88,-32137.27,-64819.3,72670.06546,72884.86304,999
12/8/2021 4:21,70.230377,-148.382812,6856.81,-31914.15,-65018.71,72752.74197,72876.57083,999
12/8/2021 4:23,70.230377,-148.382812,6735.92,-32103.23,-65054.62,72856.66461,72877.66489,999
12/8/2021 4:24,70.230377,-148.382812,6752.17,-32030.38,-65220.25,72974.09165,72870.82813,999
12/8/2021 4:25,70.230377,-148.382812,6652.75,-32084.14,-65166.16,72940.24631,72885.73267,999
12/8/2021 4:26,70.230377,-148.382812,6698.34,-32211.84,-64979.56,72834.15142,72908.41279,999
12/8/2021 4:27,70.230377,-148.382812,6786.62,-32240.19,-65135.41,72993.90179,72911.6363,999
12/8/2021 4:28,70.230377,-148.382812,6656.72,-32339.56,-65258.04,73135.29139,72925.16011,999
12/8/2021 4:30,70.230377,-148.382812,6811.81,-32328.92,-65380.32,73253.98329,72937.70499,999
12/8/2021 4:31,70.230377,-148.382812,6918.23,-32155.45,-65362.79,73171.91529,72949.793,999
12/8/2021 4:32,70.230377,-148.382812,7017.84,-32126.66,-65125.86,72957.17923,72967.16981,999
12/8/2021 4:33,70.230377,-148.382812,7033.43,-32059.36,-65083.11,72890.89729,72972.09488,999
12/8/2021 4:34,70.230377,-148.382812,6793.17,-32017.76,-65036.86,72808.49726,72967.71807,999
12/8/2021 4:35,70.230377,-148.382812,6693.62,-32123.1,-65221.38,73010.45481,72956.1388,999
12/8/2021 4:37,70.230377,-148.382812,6866.04,-32178.61,-65291.81,73113.78734,72941.80936,999
12/8/2021 4:38,70.230377,-148.382812,6684.94,-31983.02,-65202.39,72931.15694,72940.74614,999
12/8/2021 4:39,70.230377,-148.382812,6672.41,-31988.86,-65321.41,73038.99523,72942.59297,999
12/8/2021 4:40,70.230377,-148.382812,6694.49,-31862.31,-65206.81,72883.13293,72930.80213,999
12/8/2021 4:41,70.230377,-148.382812,6798.84,-31883.61,-65124.97,72828.91273,72914.10351,999
12/8/2021 4:42,70.230377,-148.382812,6761.35,-31873.37,-65325.38,73000.22494,72910.10709,999
12/8/2021 4:44,70.230377,-148.382812,6943.37,-31982.65,-65080.61,72846.31827,72916.93946,999
12/8/2021 4:45,70.230377,-148.382812,6920.75,-31928.39,-65028.18,72773.50522,72915.03468,999
12/8/2021 4:46,70.230377,-148.382812,6782.15,-31939.94,-65015.38,72754.08554,72919.32116,999
12/8/2021 4:47,70.230377,-148.382812,6922.58,-31961.5,-64893.58,72667.98691,72910.7318,999
12/8/2021 4:48,70.230377,-148.382812,6750.09,-32000.83,-65055.78,72813.95022,72898.15351,999
12/8/2021 4:49,70.230377,-148.382812,6839.55,-31957.31,-65308.38,73028.99154,72904.18835,999
12/8/2021 4:51,70.230377,-148.382812,6828.13,-31964.34,-65174.46,72911.26543,72909.82515,999
12/8/2021 4:52,70.230377,-148.382812,6813.67,-31941.25,-65215.75,72936.70954,72909.54959,999
12/8/2021 4:53,70.230377,-148.382812,6937.02,-31944.59,-65379.23,73095.98342,72901.67255,999
12/8/2021 4:54,70.230377,-148.382812,6791.75,-31806.99,-65451.48,73086.99416,72906.91214,999
12/8/2021 4:55,70.230377,-148.382812,6841.48,-31774.92,-65202.43,72854.70656,72917.23188,999
12/8/2021 4:56,70.230377,-148.382812,6862.76,-31836.24,-65209.66,72889.94039,72915.27523,999
12/8/2021 4:58,70.230377,-148.382812,6768.42,-31787.15,-65195.77,72847.25692,72927.80522,999
12/8/2021 4:59,70.230377,-148.382812,6771.32,-31965.59,-65138.98,72874.79972,72941.81519,999
12/8/2021 5:00,70.230377,-148.382812,6927.62,-31987.88,-65302.95,73045.81894,72957.35945,999
12/8/2021 5:01,70.230377,-148.382812,6881.94,-31879.89,-65472.61,73146.09453,72963.07256,999
12/8/2021 5:02,70.230377,-148.382812,6754,-31903.63,-65174.61,72877.89728,72969.75971,999
12/8/2021 5:03,70.230377,-148.382812,6823.55,-31793.4,-64999.17,72679.24889,72971.62772,999
12/8/2021 5:05,70.230377,-148.382812,6880.08,-31920.01,-65401.49,73099.77725,72967.82374,999
12/8/2021 5:06,70.230377,-148.382812,6874.34,-31997.94,-65299.82,73042.39322,72965.87835,999
12/8/2021 5:07,70.230377,-148.382812,6977.21,-31955.13,-64967.39,72736.329,72979.92766,999
12/8/2021 5:08,70.230377,-148.382812,6747.4,-32119.57,-65197.09,72992.15525,72984.48985,999
12/8/2021 5:09,70.230377,-148.382812,6720.35,-31931.14,-65227.55,72934.17638,72978.41084,999
12/8/2021 5:10,70.230377,-148.382812,6706.18,-32102.17,-65341,73109.29113,72968.94148,999
12/8/2021 5:12,70.230377,-148.382812,6728.98,-32147.71,-65347.88,73137.54064,72964.16603,999
12/8/2021 5:13,70.230377,-148.382812,6577.22,-32156.05,-65248.18,73038.32123,72953.96953,999
12/8/2021 5:14,70.230377,-148.382812,6810.84,-32043.07,-65205.8,72972.20176,72955.48619,999
12/8/2021 5:15,70.230377,-148.382812,6748.86,-32155.76,-65214.43,73023.70774,72975.86846,999
12/8/2021 5:16,70.230377,-148.382812,6702.81,-32037.54,-65306.78,73050.03179,72973.1197,999
12/8/2021 5:17,70.230377,-148.382812,6915.75,-32044.3,-65361.38,73121.64355,72974.55304,999
12/8/2021 5:19,70.230377,-148.382812,6820.29,-31937.66,-65261.45,72976.62186,72986.81163,999
12/8/2021 5:20,70.230377,-148.382812,6714.24,-31950.26,-64992.37,72731.75573,72998.02863,999
12/8/2021 5:21,70.230377,-148.382812,6982,-32013.53,-64891.69,72694.88193,73008.15214,999
12/8/2021 5:22,70.230377,-148.382812,6854.04,-31997.66,-65204.42,72955.08548,72996.98808,999
12/8/2021 5:23,70.230377,-148.382812,6701.01,-32244.82,-65095.43,72952.36089,72994.44091,999
12/8/2021 5:24,70.230377,-148.382812,6827.8,-32167.83,-65069.2,72906.71388,72996.54029,999
12/8/2021 5:26,70.230377,-148.382812,6759.93,-32215.26,-65231.86,73066.51209,72998.50516,999
12/8/2021 5:27,70.230377,-148.382812,6678.12,-32165.49,-65243.61,73047.55081,72984.81321,999
12/8/2021 5:28,70.230377,-148.382812,6736.05,-32138.15,-65275.84,73069.62668,72970.59155,999
12/8/2021 5:29,70.230377,-148.382812,6662.39,-32097.79,-65190.91,72969.24222,72965.58934,999
12/8/2021 5:30,70.230377,-148.382812,6742.01,-32092.26,-65449.56,73205.27819,72970.40616,999
12/8/2021 5:31,70.230377,-148.382812,6596.77,-32195.68,-65325.41,73126.52307,72985.72872,999
12/8/2021 5:33,70.230377,-148.382812,6592.61,-32116.6,-65108.06,72897.17401,73002.06076,999
12/8/2021 5:34,70.230377,-148.382812,6677.18,-32181.26,-65282.5,73089.14443,73015.8606,999
12/8/2021 5:35,70.230377,-148.382812,6571.31,-32125.62,-65308.4,73078.20938,73020.18158,999
12/8/2021 5:36,70.230377,-148.382812,6661.26,-32003.48,-65282.44,73009.53424,73022.33511,999
12/8/2021 5:37,70.230377,-148.382812,6508.23,-32064.45,-64992.69,72763.56069,73019.4825,999
12/8/2021 5:38,70.230377,-148.382812,6658.24,-32143.85,-64956.47,72779.82033,73015.74033,999
12/8/2021 5:40,70.230377,-148.382812,6520.04,-32202.41,-65217.93,73026.60149,73004.92982,999
12/8/2021 5:41,70.230377,-148.382812,6527.45,-32210.15,-65259.88,73068.14151,73003.76451,999
12/8/2021 5:42,70.230377,-148.382812,6695.27,-32165.72,-65214.12,73022.8843,72987.09805,999
12/8/2021 5:43,70.230377,-148.382812,6889.6,-32101.79,-65205.57,73005.19069,72976.76144,999
12/8/2021 5:44,70.230377,-148.382812,6824.96,-32148.96,-65426.56,73217.28253,72971.45491,999
12/8/2021 5:45,70.230377,-148.382812,6832.73,-32125.15,-65232.82,73034.45945,72959.84013,999
12/8/2021 5:47,70.230377,-148.382812,6630.51,-31934.4,-65250.19,72947.63095,72942.97027,999
12/8/2021 5:48,70.230377,-148.382812,6649.21,-32053.85,-65262.06,73012.31245,72928.70428,999
12/8/2021 5:49,70.230377,-148.382812,6669.39,-32176.87,-65159.27,72976.44958,72935.63308,999
12/8/2021 5:50,70.230377,-148.382812,6742.26,-32078.62,-65074.57,72864.22711,72940.38415,999
12/8/2021 5:51,70.230377,-148.382812,6803.99,-32179.53,-65111.16,72947.1013,72928.92451,999
12/8/2021 5:52,70.230377,-148.382812,6867.56,-32076.12,-65090.01,72888.61541,72917.04286,999
12/8/2021 5:54,70.230377,-148.382812,6777.29,-32222.8,-65073.52,72930.12755,72898.899,999
12/8/2021 5:55,70.230377,-148.382812,6745.65,-32136.64,-64969.54,72796.34986,72885.01593,999
12/8/2021 5:56,70.230377,-148.382812,6750.02,-32276.37,-64980.66,72868.46372,72867.28542,999
12/8/2021 5:57,70.230377,-148.382812,6843.48,-32159.44,-64904.68,72757.68197,72866.44898,999
12/8/2021 5:58,70.230377,-148.382812,6837.84,-31978.15,-64973.29,72738.48051,72862.43362,999
12/8/2021 5:59,70.230377,-148.382812,6672.62,-32135.62,-65088.32,72895.20787,72856.60346,999
12/8/2021 6:01,70.230377,-148.382812,6715.97,-32099.8,-65073.41,72870.09059,72850.55467,999
12/8/2021 6:02,70.230377,-148.382812,6681.5,-31952.65,-65080.85,72808.86842,72863.07021,999
12/8/2021 6:03,70.230377,-148.382812,6940.11,-32012.85,-65061.71,72842.39013,72863.62863,999
12/8/2021 6:04,70.230377,-148.382812,6750.46,-31960.38,-64923.64,72678.15099,72866.24381,999
12/8/2021 6:05,70.230377,-148.382812,6721.9,-31993.08,-64981.32,72741.41225,72862.97489,999
12/8/2021 6:06,70.230377,-148.382812,6963.68,-31908.72,-65152.85,72880.40281,72862.41471,999
12/8/2021 6:08,70.230377,-148.382812,6749.88,-31965.98,-65301.81,73018.56714,72864.70222,999
12/8/2021 6:09,70.230377,-148.382812,6733.08,-31924.95,-65159,72871.33922,72871.22465,999
12/8/2021 6:10,70.230377,-148.382812,6674.39,-31952.97,-65185.08,72901.53927,72886.95156,999
12/8/2021 6:11,70.230377,-148.382812,6724.64,-32006.17,-65109.03,72861.52269,72885.83653,999
12/8/2021 6:12,70.230377,-148.382812,6681.5,-31949.25,-65410.31,73102.02235,72885.17273,999
12/8/2021 6:13,70.230377,-148.382812,6698.08,-31852.86,-65294.4,72957.71129,72883.02566,999
12/8/2021 6:15,70.230377,-148.382812,7028.46,-31854.9,-65236.97,72938.30378,72877.14023,999
12/8/2021 6:16,70.230377,-148.382812,6784.44,-31965.87,-65129.89,72868.01797,72888.55901,999
12/8/2021 6:17,70.230377,-148.382812,6827.53,-31867.86,-65081.36,72785.70661,72900.88856,999
12/8/2021 6:18,70.230377,-148.382812,6778.81,-31832.8,-65244.69,72911.92628,72908.58087,999
12/8/2021 6:19,70.230377,-148.382812,6796.44,-31874.13,-65188.78,72881.60809,72913.87133,999
12/8/2021 6:20,70.230377,-148.382812,6726.03,-31992.71,-65312.12,73037.29179,72912.42384,999
12/8/2021 6:22,70.230377,-148.382812,6600.48,-31786.85,-65243.03,72874.02234,72915.10651,999
12/8/2021 6:23,70.230377,-148.382812,6653.53,-31897.04,-65165.34,72857.47841,72926.69312,999
12/8/2021 6:24,70.230377,-148.382812,6647.33,-31936.32,-65046.73,72768.07415,72916.60729,999
12/8/2021 6:25,70.230377,-148.382812,6932.32,-31948.45,-64969.03,72730.56701,72930.23851,999
12/8/2021 6:26,70.230377,-148.382812,6906.39,-31950.65,-65154.85,72895.10777,72945.19472,999
12/8/2021 6:27,70.230377,-148.382812,6906.33,-31891.63,-65273.85,72975.6737,72951.76927,999
12/8/2021 6:29,70.230377,-148.382812,6944.95,-31857.23,-65343.42,73026.55662,72952.19261,999
12/8/2021 6:30,70.230377,-148.382812,6826.86,-31976.39,-65401.11,73119.08591,72952.72999,999
12/8/2021 6:31,70.230377,-148.382812,6740.47,-31979.7,-65100.61,72843.83687,72943.22441,999
12/8/2021 6:32,70.230377,-148.382812,6826.39,-31972.52,-65216.77,72952.51007,72931.20319,999
12/8/2021 6:33,70.230377,-148.382812,6862.78,-32040.37,-65324.17,73081.66833,72923.74006,999
12/8/2021 6:34,70.230377,-148.382812,6774.01,-31954.04,-65184.18,72910.39162,72913.34073,999
12/8/2021 6:36,70.230377,-148.382812,6835.55,-32118.9,-65439.57,73216.7044,72888.06102,999
12/8/2021 6:37,70.230377,-148.382812,6948.12,-32072.22,-65457.06,73222.47176,72874.40015,999
12/8/2021 6:38,70.230377,-148.382812,7071.06,-32033.17,-65206.17,72992.93442,72859.98733,999
12/8/2021 6:39,70.230377,-148.382812,6844.69,-31993.68,-65026.8,72793.75014,72842.39482,999
12/8/2021 6:40,70.230377,-148.382812,6951.73,-32164.39,-65075.06,72922.13634,72837.47197,999
12/8/2021 6:41,70.230377,-148.382812,7010.12,-32116.07,-64844.83,72701.00214,72827.57984,999
12/8/2021 6:43,70.230377,-148.382812,6863.21,-32202.44,-64938.69,72808.88855,72841.76023,999
12/8/2021 6:44,70.230377,-148.382812,6958.49,-32103.64,-64891.54,72732.2229,72845.9198,999
12/8/2021 6:45,70.230377,-148.382812,6870.08,-32012.62,-64864.89,72659.89123,72840.29276,999
12/8/2021 6:46,70.230377,-148.382812,6955.45,-31927.75,-64480.7,72287.75953,72835.85207,999
12/8/2021 6:47,70.230377,-148.382812,6910.25,-31950.87,-64679.5,72471.01054,72815.29598,999
12/8/2021 6:48,70.230377,-148.382812,7127.64,-32015.48,-64792.39,72621.2642,72786.82881,999
12/8/2021 6:50,70.230377,-148.382812,6960.47,-32172.19,-64755.52,72641.41603,72779.05475,999
12/8/2021 6:51,70.230377,-148.382812,6931.08,-32145.16,-65098.96,72933.02252,72774.20548,999
12/8/2021 6:52,70.230377,-148.382812,6861.72,-31998.34,-65176.48,72931.13539,72773.14178,999
12/8/2021 6:53,70.230377,-148.382812,6864.33,-32053.49,-65352.92,73113.26419,72786.96081,999
12/8/2021 6:54,70.230377,-148.382812,6887.08,-32196.25,-65188.77,73031.54195,72792.64321,999
12/8/2021 6:55,70.230377,-148.382812,7074.89,-32217.25,-65094.62,72974.75467,72801.77823,999
12/8/2021 6:57,70.230377,-148.382812,6869.64,-32154.54,-64980.94,72826.01842,72816.21858,999
12/8/2021 6:58,70.230377,-148.382812,6926,-32050.49,-65026.48,72826.13876,72855.25191,999
12/8/2021 6:59,70.230377,-148.382812,6953.4,-31979.19,-64896.81,72681.59542,72879.09953,999
12/8/2021 7:00,70.230377,-148.382812,6964.24,-32156.42,-64991.47,72845.22743,72884.85702,999
12/8/2021 7:01,70.230377,-148.382812,6915.53,-32181.46,-64823.25,72701.6139,72894.39508,999
12/8/2021 7:02,70.230377,-148.382812,6951.41,-32142.53,-65063.25,72901.92615,72891.95167,999
12/8/2021 7:04,70.230377,-148.382812,7256.65,-32202.44,-65069.39,72963.56369,72883.32495,999
12/8/2021 7:05,70.230377,-148.382812,7232.78,-32083.3,-65078.54,72916.85411,72870.47767,999
12/8/2021 7:06,70.230377,-148.382812,7096.92,-32089.08,-65078.25,72905.78819,72847.94522,999
12/8/2021 7:07,70.230377,-148.382812,7007.76,-32087.84,-65120.41,72934.25789,72839.65764,999
12/8/2021 7:08,70.230377,-148.382812,6888.59,-32027.6,-65269.23,73029.39284,72838.79305,999
12/8/2021 7:09,70.230377,-148.382812,6971.53,-31919.72,-65195.52,72924.11524,72833.83843,999
12/8/2021 7:11,70.230377,-148.382812,6892.74,-31839.93,-65026.59,72730.65663,72842.07106,999
12/8/2021 7:12,70.230377,-148.382812,6961.18,-31971.32,-65057.77,72822.63911,72840.11752,999
12/8/2021 7:13,70.230377,-148.382812,6998.1,-31923.83,-65148.69,72886.59777,72845.08489,999
12/8/2021 7:14,70.230377,-148.382812,6922.43,-31869.44,-65049.89,72767.22773,72844.82484,999
12/8/2021 7:15,70.230377,-148.382812,6974.29,-31990.99,-65098.78,72869.16577,72851.26035,999
12/8/2021 7:16,70.230377,-148.382812,7040.41,-31976.65,-64801.11,72603.42537,72847.63151,999
12/8/2021 7:18,70.230377,-148.382812,6923.95,-31851.08,-65114.71,72817.2908,72848.5603,999
12/8/2021 7:19,70.230377,-148.382812,7055.79,-31893.6,-65071.12,72809.59107,72852.00725,999
12/8/2021 7:20,70.230377,-148.382812,6962.54,-31881.04,-65000.51,72732.00104,72836.81903,999
12/8/2021 7:21,70.230377,-148.382812,6885.83,-32099.77,-65019.74,72838.01534,72833.86912,999
12/8/2021 7:22,70.230377,-148.382812,6988.54,-32040.54,-65004.5,72808.11023,72836.79766,999
12/8/2021 7:23,70.230377,-148.382812,6800.46,-32001.59,-65030.06,72795.99386,72835.22344,999
12/8/2021 7:25,70.230377,-148.382812,6866.24,-31982.27,-65145.68,72896.98532,72840.00501,999
12/8/2021 7:26,70.230377,-148.382812,6919.44,-32101.62,-65292.78,73085.83841,72847.26736,999
12/8/2021 7:27,70.230377,-148.382812,7005.42,-31895.84,-65118.33,72847.90608,72848.27158,999
12/8/2021 7:28,70.230377,-148.382812,6772.43,-32010.28,-65171.34,72923.43513,72868.90586,999
12/8/2021 7:29,70.230377,-148.382812,6777.2,-32001.79,-65260.39,72999.75004,72869.65403,999
12/8/2021 7:30,70.230377,-148.382812,6697.11,-32073.01,-64943.8,72740.81668,72885.43771,999
12/8/2021 7:32,70.230377,-148.382812,6812.45,-32090.28,-65065.81,72868.06692,72904.59351,999
12/8/2021 7:33,70.230377,-148.382812,6887.32,-31970.68,-65025.27,72786.29881,72901.52879,999
12/8/2021 7:34,70.230377,-148.382812,6849.37,-32057.57,-64993.69,72792.72906,72895.71852,999
12/8/2021 7:35,70.230377,-148.382812,6632.72,-32112.39,-65195.93,72977.44758,72894.91231,999
12/8/2021 7:36,70.230377,-148.382812,6840.86,-32225.99,-65037.36,72905.21238,72893.08105,999
12/8/2021 7:37,70.230377,-148.382812,6772.39,-32223.04,-65026.97,72888.24597,72888.25447,999
12/8/2021 7:39,70.230377,-148.382812,6936.66,-32037.18,-65221.48,72995.47662,72901.94612,999
12/8/2021 7:40,70.230377,-148.382812,6774.43,-32072.45,-65037.63,72831.506,72904.08288,999
12/8/2021 7:41,70.230377,-148.382812,6986.41,-32126.54,-65299.86,73109.48101,72901.24459,999
12/8/2021 7:42,70.230377,-148.382812,6916.76,-32118.57,-65296.06,73095.96131,72908.10603,999
12/8/2021 7:43,70.230377,-148.382812,6919.22,-32062.58,-64969.32,72779.78554,72902.10266,999
12/8/2021 7:44,70.230377,-148.382812,6998.33,-31964.54,-64917.25,72697.71515,72911.0068,999
12/8/2021 7:46,70.230377,-148.382812,6839.41,-31956.73,-65030.89,72780.67584,72913.64339,999
12/8/2021 7:47,70.230377,-148.382812,7104.96,-32082.61,-65031.72,72862.19134,72913.74114,999
12/8/2021 7:48,70.230377,-148.382812,6990.79,-32103.55,-65181.55,72994.13352,72924.65137,999
12/8/2021 7:49,70.230377,-148.382812,6793.06,-32102.99,-65330.23,73108.04732,72936.84288,999
12/8/2021 7:50,70.230377,-148.382812,7002.26,-32015.51,-65189.92,72964.03357,72926.6018,999
12/8/2021 7:51,70.230377,-148.382812,7031.51,-32103.51,-65123.08,72945.82261,72921.5175,999
12/8/2021 7:53,70.230377,-148.382812,6910.51,-32128.71,-65039.99,72871.18398,72902.94235,999
12/8/2021 7:54,70.230377,-148.382812,6916.14,-31929.54,-65006.28,72754.00303,72887.96959,999
12/8/2021 7:55,70.230377,-148.382812,6826.55,-32148.07,-65133.72,72955.47732,72886.29528,999
12/8/2021 7:56,70.230377,-148.382812,6969.03,-31964.12,-65083.06,72842.82426,72895.36104,999
12/8/2021 7:57,70.230377,-148.382812,6786.99,-32097,-65189.71,72979.30482,72899.61365,999
12/8/2021 7:58,70.230377,-148.382812,6861.03,-32113.87,-65322.77,73112.50686,72892.17117,999
12/8/2021 8:00,70.230377,-148.382812,6944.35,-32207.58,-65276.07,73119.88458,72885.45427,999
12/8/2021 8:01,70.230377,-148.382812,7000.53,-32175.69,-64928.33,72800.89617,72878.89471,999
12/8/2021 8:02,70.230377,-148.382812,6784.86,-32234.35,-64848.12,72734.90436,72875.04616,999
12/8/2021 8:03,70.230377,-148.382812,6961.96,-32226.57,-64857.5,72756.55302,72876.19377,999
12/8/2021 8:04,70.230377,-148.382812,6933.99,-32259.09,-64905.95,72811.47884,72895.29495,999
12/8/2021 8:05,70.230377,-148.382812,6979.57,-32140.31,-64888.78,72747.97381,72914.86771,999
12/8/2021 8:07,70.230377,-148.382812,6959.01,-32140.29,-65027.73,72869.96453,72927.60571,999
12/8/2021 8:08,70.230377,-148.382812,6894.51,-32140.63,-65024.92,72861.47532,72931.07565,999
12/8/2021 8:09,70.230377,-148.382812,6806.69,-32135.56,-64879.02,72720.78438,72920.51261,999
12/8/2021 8:10,70.230377,-148.382812,6741.52,-32054.58,-65089.05,72866.51234,72903.87615,999
12/8/2021 8:11,70.230377,-148.382812,6912,-32157.48,-65151.36,72983.41574,72884.00471,999
12/8/2021 8:12,70.230377,-148.382812,6850.05,-32132.77,-65066.48,72890.91104,72883.89961,999
12/8/2021 8:14,70.230377,-148.382812,6719.32,-31965.49,-65248.24,72967.62731,72892.18001,999
12/8/2021 8:15,70.230377,-148.382812,6703.45,-32185.47,-65440,73234.10627,72892.47862,999
12/8/2021 8:16,70.230377,-148.382812,6872.95,-32136.73,-65325.25,73125.8856,72879.3991,999
12/8/2021 8:17,70.230377,-148.382812,6803.93,-32198.13,-65382.42,73197.49916,72868.38302,999
12/8/2021 8:18,70.230377,-148.382812,6713.21,-32164.97,-65084.82,72908.7531,72866.38867,999
12/8/2021 8:19,70.230377,-148.382812,6702.49,-31887.7,-65076.7,72778.6072,72863.99569,999
12/8/2021 8:21,70.230377,-148.382812,7008.51,-32037.82,-64990.59,72796.41414,72882.79392,999
12/8/2021 8:22,70.230377,-148.382812,6994.07,-31983.26,-64958.45,72742.32717,72894.93621,999
12/8/2021 8:23,70.230377,-148.382812,7006.49,-31958.36,-65032.7,72798.89934,72889.89542,999
12/8/2021 8:24,70.230377,-148.382812,6894.96,-31659.08,-65295.02,72892.2318,72894.47965,999
12/8/2021 8:25,70.230377,-148.382812,6844.52,-31590.26,-65188.57,72762.22674,72895.80327,999
12/8/2021 8:26,70.230377,-148.382812,6860,-31550.69,-64983.68,72562.96787,72889.80019,999
12/8/2021 8:28,70.230377,-148.382812,6824.73,-31674.85,-64899.81,72538.66831,72878.31939,999
12/8/2021 8:29,70.230377,-148.382812,6876.31,-31734.61,-65193.11,72832.07194,72867.8324,999
12/8/2021 8:30,70.230377,-148.382812,6769.7,-31705.7,-65200.39,72816.00859,72870.35121,999
12/8/2021 8:31,70.230377,-148.382812,7031.4,-31834.67,-65402.6,73077.95076,72864.54191,999
12/8/2021 8:32,70.230377,-148.382812,7026.55,-32040.87,-65323.91,73097.2159,72862.57341,999
12/8/2021 8:33,70.230377,-148.382812,6810.29,-32013.51,-65125.75,72887.64083,72864.65305,999
12/8/2021 8:35,70.230377,-148.382812,6907.43,-31959.55,-65243.12,72978.0113,72874.73302,999
12/8/2021 8:36,70.230377,-148.382812,7039.39,-32007.71,-65221.92,72992.77608,72864.94144,999
12/8/2021 8:37,70.230377,-148.382812,6988.07,-31778.24,-65481.69,73120.04776,72860.14473,999
12/8/2021 8:38,70.230377,-148.382812,6801.38,-31829.55,-65239.26,72907.7504,72888.10252,999
12/8/2021 8:39,70.230377,-148.382812,6752.68,-31968.65,-65277.49,72998.24635,72916.7249,999
12/8/2021 8:40,70.230377,-148.382812,6831.9,-31822.58,-65294.07,72956.61062,72918.37306,999
12/8/2021 8:42,70.230377,-148.382812,6843.26,-31734.91,-65013.36,72668.23033,72939.07218,999
12/8/2021 8:43,70.230377,-148.382812,6847.74,-31773.69,-65095.43,72759.01268,72940.45304,999
12/8/2021 8:44,70.230377,-148.382812,6789.9,-31816.76,-65105.97,72781.84038,72937.45441,999
12/8/2021 8:45,70.230377,-148.382812,7120.7,-31742.75,-65339.84,72990.4188,72939.26389,999
12/8/2021 8:46,70.230377,-148.382812,6998.48,-31699.17,-65056.7,72706.19173,72936.70415,999
12/8/2021 8:47,70.230377,-148.382812,6842.56,-31641.5,-65062.14,72671.08924,72942.97744,999
12/8/2021 8:49,70.230377,-148.382812,7156.88,-31884.28,-65382.94,73094.16588,72932.22491,999
12/8/2021 8:50,70.230377,-148.382812,6974.59,-31971.46,-65347.01,73082.49364,72936.71628,999
12/8/2021 8:51,70.230377,-148.382812,6893.6,-31911.21,-65140.05,72863.38696,72923.26915,999
12/8/2021 8:52,70.230377,-148.382812,7005.88,-31919.52,-65510.78,73209.29181,72922.9408,999
12/8/2021 8:53,70.230377,-148.382812,7118.68,-31862.78,-65408.79,73104.18705,72931.39689,999
12/8/2021 8:54,70.230377,-148.382812,6996.91,-31865.09,-65349.34,73040.24198,72933.19414,999
12/8/2021 8:56,70.230377,-148.382812,7030.5,-31891.02,-65200.89,72922.02098,72935.91173,999
12/8/2021 8:57,70.230377,-148.382812,7017.51,-31811.96,-65249.12,72929.37616,72937.67778,999
12/8/2021 8:58,70.230377,-148.382812,6819.64,-31930.88,-65416.14,73111.96865,72954.07909,999
12/8/2021 8:59,70.230377,-148.382812,6641.98,-32007.34,-65177.61,72915.74972,72960.21117,999
12/8/2021 9:00,70.230377,-148.382812,6802.82,-31964.94,-65268.33,72993.08632,72951.78878,999
12/8/2021 9:01,70.230377,-148.382812,6909.44,-31879.17,-65019.12,72742.75089,72955.81417,999
12/8/2021 9:03,70.230377,-148.382812,6974.15,-31980.15,-65195,72950.37208,72973.66944,999
12/8/2021 9:04,70.230377,-148.382812,6910.96,-31926.03,-65092.36,72828.89598,72973.61919,999
12/8/2021 9:05,70.230377,-148.382812,7053.68,-31690.86,-65151.97,72793.16042,72978.16289,999
12/8/2021 9:06,70.230377,-148.382812,6875.18,-31685.97,-65218.45,72833.47455,72986.5361,999
12/8/2021 9:07,70.230377,-148.382812,7039.33,-31630.64,-65440.44,73023.97374,73008.2964,999
12/8/2021 9:08,70.230377,-148.382812,6961.19,-31707.28,-65404.83,73017.81672,73024.93253,999
12/8/2021 9:10,70.230377,-148.382812,7070.76,-31751.54,-65114.35,72787.59864,73032.22878,999
12/8/2021 9:11,70.230377,-148.382812,6873.03,-31900.69,-65226.5,72934.14061,73044.96475,999
12/8/2021 9:12,70.230377,-148.382812,6941.64,-31880.69,-65480.31,73158.97593,73062.31151,999
12/8/2021 9:13,70.230377,-148.382812,6886.41,-31873.73,-65538.3,73202.63707,73093.96244,999
12/8/2021 9:14,70.230377,-148.382812,6926.35,-31895.02,-65530.1,73208.33717,73116.15106,999
12/8/2021 9:15,70.230377,-148.382812,7041.38,-31829.67,-65529.71,73190.51726,73152.67855,999
12/8/2021 9:17,70.230377,-148.382812,6876.13,-31908.74,-65518.65,73199.33299,73176.29411,999
12/8/2021 9:18,70.230377,-148.382812,6955.37,-32057.63,-65589.8,73335.46671,73196.3231,999
12/8/2021 9:19,70.230377,-148.382812,6963.99,-31850.92,-65589.02,73245.4627,73212.32177,999
